Autor_Tema_Publicação;Citação
A_mediadora;Suze: Segundo Gina, ela (a vidente) disse que eu só teria um amor verdadeiro.
A_mediadora;Ele tinha tido uma paixão. Dava totalmente para ver, pelo modo como evitava meu olhar. Não fiquei realmente supresa. O padre Dominic era velho, padre e coisa e tal, mas ainda era um gato, de um jeito maduro, tipo Sean Connery.
A_mediadora;Padre Dom: Houve uma jovem, acho. Há muito tempo.
A_mediadora;Tão depressa que depois nem tive certeza que aconteceu de verdade ou se, cheia de remédios nas idéias, eu imaginei. Mas tenho quase certeza de que Jesse se esticou e tocou minha bochecha. Só isso. Desculpe se dei esperanças a você. Ele só tocou minha bochecha, a única parte de mim, imagino, que não estava arranhada, cortada ou partida. [...] Seu toque foi gentil, e, para um fantasma, quente. {*-*}
A_tempestade;Somos da mesma substância que os sonhos.
A_tempestade;O inferno está deserto e os diabos estão todos aqui.
A_tempestade;Minha alma é que vos vai falar agora: no mesmo instante
A_Última_Batalha;Senhor, bem sabeis há quanto tempo venho estudando as estrelas, pois nós, os centauros, vivemos mais do que vós, homens, e ainda mais do que vós, unicórnios. Jamais, em toda a minha vida, vi coisas tão terríveis escritas nos céus quanto as que vêm aparecendo a cada noite, desde o início deste ano. As estrelas nada dizem sobre a vinda de Aslam, nem sobre paz ou alegria. Pelos meus conhecimentos, sei bem que, nestes quinhentos anos, jamais ocorreu tão desastrosa conjunção de planetas. Já estava pensando em vir prevenir Vossa Majestade de que algum grande mal está por abater-se sobre Nárnia. Mas na noite passada ouvi rumores de que Aslam encontra-se em Nárnia. Senhor, não acrediteis nessa história. Não pode ser. As estrelas nunca mentem, mas os homens e os animais, sim. Se Aslam estivesse realmente vindo para Nárnia, os céus o teriam predito. Se ele estivesse mesmo por vir, todas as estrelas mais formosas estariam reunidas em sua homenagem. É tudo mentira!
A_Última_Batalha;Alguma coisa se movia. Vinha vindo vagarosamente rumo ao Norte. À primeira vista, quem a visse a confundiria com fumaça, pois era acinzentada e meio transparente. Mas o cheiro era de morte e não de fumaça... Além disso, a coisa tinha uma forma constante, em vez de se revolver e espalhar como fumaça. Lembrava ligeiramente a forma de um homem, mas a cabeça era de pássaro – parecia uma ave de rapina, com um bico curvo e cruel. Tinha quatro braços, que trazia erguidos acima da cabeça, esticados em direção ao Norte, como se quisesse abarcar Nárnia inteira com suas garras. E os dedos, todos os vinte, eram curvos como o bico, e no lugar de unhas havia umas garras compridas e pontudas como as de uma águia. Em vez de caminhar, a coisa flutuava sobre a grama, que parecia murchar à medida que ela passava.
A_Última_Batalha;Duas coisas eu acabo de ver. A primeira foi Cair Paravel cheia de narnianos mortos e de calormanos vivos. O estandarte do Tisroc avançou contra as suas reais muralhas, senhor, e vi os seus súditos fugindo da cidade para todos os lados, rumo às florestas. Cair Paravel foi tomada pelo mar. Vinte grandes navios calormanos ali aportaram na escuridão da noite, dois dias atrás. E a outra, umas cinco léguas para cá de Cair Paravel, foi o centauro Passofirme atirado ao chão, morto, traspassado por uma flecha calormana.
A_Última_Batalha;Lembre-se de que todos os mundos chegam ao fim. E uma morte nobre é um tesouro que ninguém é pobre demais para comprar.
A_Última_Batalha;Foi então que algo terrível aconteceu. Tirian tinha quase certeza (e os outros também) de que o gato estava tentando dizer alguma coisa, mas nada saía de sua boca, a não ser o barulho comum e feio que emitiria qualquer bichano bravo ou assustado no fundo de qualquer quintal. E quanto mais ele miava, menos se parecia com um animal falante. Os outros animais romperam em apreensivos lamentos e guinchinhos agudos
A_Última_Batalha;Todos haviam aprendido desde pequeninos que, no começo do mundo, Aslam transformara os bichos de Nárnia em animais falantes, advertindo-os de que, caso se portassem mal algum dia, voltariam a ser como antes, iguais aos animais irracionais de qualquer outro mundo.
A_Última_Batalha;"Sete reis e rainhas estavam parados à sua frente, todos eles com coroas na cabeça e vestes resplandecentes; os reis, porém, usavam também finas cotas de malha e empunhavam espadas."
A_Última_Batalha;Muito bem, último dos reis de Nárnia, que permaneceu firme até na hora mais escura!
A_Última_Batalha;O tempo é chegado. Agora! Tempo! – E depois rosnou mais alto. – Tempo! – E depois tão alto que até as estrelas estremeceram: – TEMPO!
A_Última_Batalha;"Certa vez, Eustáquio e Jill tinham visto um enorme gigante adormecido; e alguém lhes contara, na ocasião, que o nome dele era Pai Tempo e que acordaria no dia em que o mundo acabasse."
A_Última_Batalha;Com um misto de espanto e terror, todos subitamente estremeceram ao se darem conta do que estava realmente acontecendo. A escuridão que se propagava não era nuvem coisa nenhuma: era simplesmente um vazio. A parte negra do céu era o lugar onde já não havia mais estrelas. Todas elas estavam caindo. Aslam as chamara de volta para casa.
A_Última_Batalha;As criaturas precipitaram-se para a porta e, à medida que se aproximavam das estrelas ali paradas, seus olhos tornavam-se cada vez mais brilhantes. Ao chegarem perto de Aslam, no entanto, uma entre duas coisas se passava com cada uma delas. Todas olhavam direto para a face do Leão. Quando algumas olhavam, a expressão de seus rostos mudava terrivelmente, com uma mistura de temor e ódio, exceto na cara dos animais falantes: nestes, tanto temor quanto ódio duravam apenas uma fração de segundos, pois, na mesma hora, deixavam de ser animais falantes, tornando-se simples animais comuns. E todas as criaturas que olhavam para Aslam daquele jeito desviavam-se para a direita (isto é, à esquerda dele), desaparecendo no meio da sua imensa sombra negra, do lado de fora do portal. Outras, porém, olhavam para a face de Aslam e o amavam, embora algumas ficassem ao mesmo tempo muito assustadas. E todas essas criaturas entravam pela Porta, colocando-se ao lado direito de Aslam.
A_Última_Batalha;Que agora haja um fim!
A_Última_Batalha;E assim cai a noite sobre Nárnia
A_Última_Batalha;Tenho certeza de que nada há de errado em chorar por causa de Nárnia. Pense só em quanta coisa está ali por trás daquela porta, tudo morto e congelado...
A_Última_Batalha;Eu vi quando Nárnia começou. Mas nunca pensei que viveria o suficiente para vê-la morrer
A_Última_Batalha;"Acabo de assistir à morte de minha própria mãe; pois que outro mundo, além de Nárnia, eu já conheci? Deixar de pranteá-la não seria virtude alguma, e, sim, descortesia."
A_Última_Batalha;Eu e ele somos tão diferentes, que nenhum serviço que seja vil pode ser prestado a mim, e nada que não seja vil pode ser feito para ele. Portanto, se qualquer homem jurar em nome de Tash e guardar o juramento por amor a sua palavra, na verdade jurou em meu nome, mesmo sem saber, e eu é que o recompensarei. E se algum homem cometer alguma crueldade em meu nome, então, embora tenha pronunciado o nome de Aslam, é a Tash que está servindo, e é Tash quem aceita suas obras.
A_Última_Batalha;Todos encontram o que realmente procuram
A_Última_Batalha;Acabaram-se as aulas: chegaram as férias! Acabou-se o sonho: rompeu a manhã!
Aaliyah;Quando as pessoas me perguntam, eu lhes digo,  ei não acredite nessa porcaria. Estamos perto e as pessoas tomaram o caminho errado.
Aaliyah;Foi um momento doloroso para mim e minha família. É por isso que eu estou orgulhosa de dizer que sou uma pessoa forte. Eu sou uma sobrevivente e consigo lidar com qualquer coisa. Estou muito confiante nisso. Eu venho de uma família muito forte e eles estão sempre lá para me proteger. Se eu precisar de ajuda eu vou ligar para minha mãe ou pai ou meu irmão, a quem eu estou muito perto.
Aaliyah;Eu respiro para executar, para entreter, não consigo me imaginar fazendo outra coisa. Eu sou apenas uma garota feliz agora. Eu honestamente amo cada aspecto deste negócio. Eu realmente faço. Eu me sinto muito satisfeita e completa.
Aaliyah;Há um lado negro para mim que sai em tudo o que eu faço.
Aaliyah;Eu tenho black-out tons no meu apartamento, eu elimino, é totalmente escuro. Acho que estou um pouco de um vampiro na vida real, e há momentos em que eu só quero ser eu mesmo. Eu quero ficar sozinha.
Aaliyah;É escuro em meu sonho predileto. Alguém está me seguindo. Não sei porquê. Estou com medo. Então de repente eu decolar. Muito longe. Como me sinto? Como se estivesse nadando no ar. Livre. Leve. Ninguém pode me alcançar. Ninguém pode me tocar. É um sentimento maravilhoso.
Aang;Se quiser ser uma dobradora, tem que enfrentar seus medos.
Aang;Meu nome é... ATCHÔ!!! Meu nome é Aang.
Aang;Você ainda é criança.
Aang;Só que tem um probleminha: eu sou um dobrador de ar, não de água.
Aang;Puxa, tudo aqui dentro congela.
Aang;E você é só um adolescente.
Aang;Appa, yip, yip!
Aang;Então, para onde estão me levando?
Aang;Por que eu nunca quis ser.
Aang;Não viu meu bastão, viu?
Aang;Isso aqui vivia cheio de monges, bisões e lêmores. Hoje só tem ervas daninhas.
Aang;Me desculpe, Katara.
Aang;Eu, você e o Appa. Só sobraram nós daqui.
Aang;Puxa, e tem um monte!
Aang;É o avatar Roku, o avatar anterior a mim.
Aang;Eu vou montar no peixe Koi gigante!
Aang;Eu sei, eu sei, isso foi perigoso e estupido.
Aang;Aí, Sokka, belo vestido!
Aang;Ei Katara, olha o que sei fazer!
Aang;Mas olha o que sei fazer!
Abade_de_Jazente;"Amor é um arder, que se não sente; É ferida, que dói, e não tem cura"
Abba_Eban;Os árabes nunca perdem uma oportunidade de perder uma oportunidade.
Abdourahman_Waberi;Linguas não pertencema uma nação mas sim pelas pessoas que usam elae fazem viver dela.
Abdul_Rahman;Nós vamos convidá-lo de novo porque a religião do Islã é tolerante. Nós vamos perguntar se ele mudou de idéia. Se isso ocorrer, vamos perdoá-lo
Abdul_Rahman;Os EUA têm influência no Afeganistão, e vamos usá-la para recordar que há valores universais. É profundamente preocupante que um país que ajudamos a libertar queira punir alguém porque escolheu outra religião. Vamos solucionar este problema trabalhando estreitamente com o nossos contatos no governo. Trataremos do tema diplomaticamente e lembraremos às pessoas que a escolha de uma religião é algo universal
Abdul_Rahman;Isto é horrível
Abdul_Rahman;Eles querem me condenar à morte e eu aceito isso... eu sou cristão, o que significa que eu acredito na Trindade... eu acredito em Jesus Cristo
Abel_Bonnard;Os verdadeiros amigos são os solitários juntos.
Abel_Bonnard;O ser humano consola-se com muitos amigos, quando não encontrou nenhum.
Abel_Bonnard;O amor pode morrer na verdade, a amizade na mentira.
Abel_Hermant;A mentira mata o amor, tem-se dito com frequência. E a franqueza, então?
Abel_Salazar;O médico que apenas sabe medicina, nem medicina sabe
Abelardo_Alvarado_Alcántara;Queremos realizar um exercício de diálogo respeitoso e sério, que esclareça este momento, em que a sociedade precisa ouvir as vozes que chamem à concórdia, a uma convivência harmoniosa, à cultura da legalidade, à participação civil e à união dos esforços para fazer do México uma nação mais justa e fraterna, na qual o Estado seja garantia do exercício dos direitos e do cumprimento dos deveres de todos os cidadãos.
Abelardo_Alvarado_Alcántara;A discórdia não beneficia ninguém, a divisão e o transbordamento das paixões, só conduzem a violência. É o momento de procurar a unidade, a reconciliação e a paz social
Abelardo_Alvarado_Alcántara;"O Estado laico não implica a exclusão da Igreja dos assuntos públicos; ao contrário, significa reconhecer a importância de seu papel na sociedade."
Abelha;Tanta chuva pelas Candeias, tantas abelhas para as colmeias.
Abelha;As palavras, como as abelhas, têm mel e ferrão.
Abgar_Renault;"Não é ter saúde que é bom; não a ter é que é ruim."
Abigail_Adams;Evitem conceder poder ilimitado aos maridos. Todos os homens seriam tiranos, se pudessem.
Abigail_Adams;Temos excessivas palavras grandiloqüentes e carência de ações que correspondam a elas.
Abilio_Martínez_Varea;O cuidado pastoral na chave da missão visa abandonar o critério pastoral confortável de sempre foi feito desta forma. Convido todos a serem ousados e criativos nesta tarefa de repensar os objectivos, estruturas, estilo e métodos de evangelização nas suas próprias comunidades. Uma postulação de objectivos sem uma adequada procura comunitária dos meios para os atingir está condenada a tornar-se mera fantasia.
Ablução;O batismo, porta dos sacramentos, necessário na realidade ou ao menos em desejo para a salvação, e pelo qual os homens se libertam do pecado, se regeneram tornando-se filhos de Deus e se incorporam à Igreja, configurados com Cristo mediante caráter indelével, só se administra validamente através da ablução com água verdadeira, usando-se a devida fórmula das palavras.
Ablução;Nenhuma ablução, nem mesmo ritual, é capaz de originar a pureza moral. Esta tem a sua fonte exclusiva no interior do homem: provém do coração.
Aborrecimento;"Ficar aborrecido dá menos trabalho do que tomar uma atitude para acabar com o aborrecimento. Todo mundo quer salvar o mundo; ninguém quer ajudar a mãe a lavar louça."
